Solution: 1, Start Location: NashvilleTN, Max Time: 20 hrs, Speed: 50 mph

1. NashvilleTN, AlbanyKY, NashvilleTN_tofrom_AlbanyKY, 0.09430712166622786, 2.62, 0.9663931883624968, 9.663931883624969 

2. AlbanyKY, OakRidgeTN, OakRidgeTN_tofrom_AlbanyKY, 0.09906046153224504, 1.7, 0.6317676127754498, 6.317676127754498 

3. OakRidgeTN, AlbanyKY, OakRidgeTN_tofrom_AlbanyKY, 0.09906046153224504, 1.7, 0.9663931883624968, 9.663931883624969 

4. AlbanyKY, SpartaTN, SpartaTN_tofrom_AlbanyKY, 0.005679997414522464, 1.34, 0.33677828825038025, 3.3677828825038025 

5. SpartaTN, NashvilleTN, NashvilleTN_tofrom_SpartaTN, 0.003841155540166652, 1.74, 0.6779936884280207, 6.779936884280207 

Start Location: NashvilleTN, Total Trip Preference: 2.9148819755017548 , Total Trip Distance: 455.0 miles, Total Trip Time: 18.899428861134275 hrs
